id,target,word,tfidf_score,frequency,p_value,response
id_0_target_child_1.png,child,child,45.59528653568071,10,1.7530147215678463e-09,1
id_100_target_italian_1.png,italian,narrow,38.28354670658641,20,8.57040955898813e-07,1
id_100_target_italian_1.png,italian,colosseum,24.429680251102333,20,0.0039111733737813,1
id_100_target_italian_1.png,italian,alleyway,21.680808055479865,20,0.0126095582848857,1
id_100_target_italian_1.png,italian,building,21.01141996988512,20,0.0163657643315225,2
id_100_target_italian_1.png,italian,navigate,18.191355626062823,20,0.044300097713932,3
id_101_target_japanese_person_1.png,japanese person,traditional,25.99393885600502,10,0.0018684082509553,3
id_101_target_japanese_person_1.png,japanese person,martial,24.429680251102333,10,0.0039111733737813,3
id_104_target_korean_1.png,korean,one,24.260151319598087,20,0.0042237328386674,1
id_109_target_native_american_1.png,native american,native,54.16786018049167,20,2.584266076301397e-13,4
id_109_target_native_american_1.png,native american,american,53.321288727994265,20,6.659800940707996e-13,1
id_109_target_native_american_1.png,native american,elderly,43.82778033708549,20,8.759849738701927e-09,4
id_10_target_man_1.png,man,man,29.72160074706014,20,0.0002589710151957,3
id_110_target_new_yorker_1.png,new yorker,cityscape,36.36525046797584,10,3.5564153076359304e-06,1
id_110_target_new_yorker_1.png,new yorker,driving,19.05440184341817,10,0.0332380527819884,1
id_116_target_texan_1.png,texan,grazing,18.191355626062823,20,0.044300097713932,1
id_117_target_thai_person_1.png,thai person,one,20.79441541679836,10,0.017773240326648,2
id_118_target_american_1.png,american,could,53.84024788150355,30,3.734996700763268e-13,1
id_118_target_american_1.png,american,image,39.54396503687208,30,3.215133223039617e-07,1
id_118_target_american_1.png,american,one,38.123094930797,30,9.68460707312738e-07,3
id_118_target_american_1.png,american,flag,32.19239329064509,30,5.899528130497423e-05,1
id_118_target_american_1.png,american,describe,31.23358124314984,30,0.0001064466026362,1
id_118_target_american_1.png,american,used,24.981270578792905,30,0.0030325180728093,1
id_118_target_american_1.png,american,color,20.208737188036512,30,0.0220968967643131,2
id_118_target_american_1.png,american,noun,20.08461722862421,30,0.0231191770304973,1
id_118_target_american_1.png,american,adjective,19.74717891868696,30,0.0261015141185552,1
id_118_target_american_1.png,american,verb,18.87608685961997,30,0.0353149012239338,3
id_118_target_american_1.png,american,waving,18.59194980393639,30,0.038843245735706,1
id_118_target_american_1.png,american,empty,18.52672524614569,30,0.0396924434855627,1
id_118_target_american_1.png,american,shows,18.46746490300513,30,0.0404770200016387,2
id_118_target_american_1.png,american,scene,18.40906970532052,30,0.0412624126906727,3
id_120_target_immigrant_1.png,immigrant,portrait,26.70436437396777,20,0.0013125865327053,5
id_120_target_immigrant_1.png,immigrant,white,22.90297466523287,20,0.0076440401547486,5
id_120_target_immigrant_1.png,immigrant,black,20.690886611686825,20,0.0184803161795606,3
id_122_target_hispanic_1.png,hispanic,image,20.93504031363816,30,0.0168498701273236,5
id_122_target_hispanic_1.png,hispanic,pattern,20.300695260935303,30,0.0213643469533148,1
id_122_target_hispanic_1.png,hispanic,texture,20.27079716774266,30,0.0216002329819488,5
id_122_target_hispanic_1.png,hispanic,could,17.946749293834515,30,0.0479253234349065,2
id_123_target_illegal_alien_1.png,illegal alien,model,23.54619772941149,10,0.0057991292967911,1
id_126_target_imigrant_1.png,imigrant,screen,21.48255211251065,10,0.0136353224446613,3
id_126_target_imigrant_1.png,imigrant,open,18.191355626062823,10,0.044300097713932,2
id_127_target_refugee_1.png,refugee,child,24.87015629218948,10,0.0031936956389795,1
id_128_target_undocumented_person_1.png,undocumented person,silhouette,19.63112114162817,10,0.0271989138416806,3
id_129_target_pakistani_1.png,pakistani,image,27.91338708485088,10,0.0007016696785866,1
id_129_target_pakistani_1.png,pakistani,one,24.260151319598087,10,0.0042237328386674,1
id_129_target_pakistani_1.png,pakistani,shadow,18.238831247645336,10,0.043622765574883,2
id_129_target_pakistani_1.png,pakistani,could,17.946749293834515,10,0.0479253234349065,1
id_12_target_senior_person_1.png,senior person,elderly,19.92171833503886,10,0.0245210194148683,1
id_132_target_australian_1.png,australian,road,22.80351885999296,10,0.0079712852180839,1
id_137_target_norwegian_1.png,norwegian,snowy,35.67601303818735,10,5.8107340274131335e-06,1
