id,target,word,tfidf_score,frequency,p_value,response
id_0_target_child_1.png,child,child,81.72291465035622,10,2.0033811984689553e-54,1
id_0_target_child_1.png,child,young,24.461332638620394,10,7.260624485244499e-05,2
id_0_target_child_1.png,child,expression,14.39516416418596,10,0.0405956148468262,1
id_100_target_italian_1.png,italian,buildings,64.7840538202356,20,1.2036770426281368e-33,1
id_100_target_italian_1.png,italian,european,53.39866369460909,20,1.4004013168731347e-22,1
id_100_target_italian_1.png,italian,alleyway,46.47404547513819,20,5.4911134024584116e-17,1
id_100_target_italian_1.png,italian,street,42.01238166244378,20,7.757037472362717e-14,1
id_100_target_italian_1.png,italian,building,40.06434115043954,20,1.4250356530186677e-12,1
id_100_target_italian_1.png,italian,cobblestone,39.90615800498768,20,1.7927184519336126e-12,1
id_100_target_italian_1.png,italian,windows,36.71587957003875,20,1.476372585469258e-10,1
id_100_target_italian_1.png,italian,arched,35.83732083390238,20,4.6245721717303513e-10,1
id_100_target_italian_1.png,italian,archway,33.78466194623777,20,5.894623023943589e-09,3
id_100_target_italian_1.png,italian,colosseum,32.57290700146978,20,2.4440832602929182e-08,1
id_100_target_italian_1.png,italian,urban,30.297668320389093,20,3.0068770404759e-07,1
id_100_target_italian_1.png,italian,narrow,29.546105552995456,20,6.580023768118031e-07,2
id_100_target_italian_1.png,italian,older,29.17496296192996,20,9.605968270233254e-07,2
id_100_target_italian_1.png,italian,architecture,28.466074173574977,20,1.9484970672066973e-06,1
id_100_target_italian_1.png,italian,alley,28.178457846797336,20,2.58121294185192e-06,1
id_100_target_italian_1.png,italian,window,27.2212154189852,20,6.4254825332778605e-06,2
id_100_target_italian_1.png,italian,historical,26.14423541733034,20,1.7159744890005166e-05,3
id_100_target_italian_1.png,italian,facade,26.0864253671715,20,1.806516043148814e-05,1
id_100_target_italian_1.png,italian,architectural,25.756822666086546,20,2.4157791941081234e-05,1
id_100_target_italian_1.png,italian,signs,25.54291687560644,20,2.910475504167697e-05,2
id_100_target_italian_1.png,italian,perspective,24.731483160078195,20,5.8036259382111e-05,1
id_100_target_italian_1.png,italian,facades,22.46999242423676,20,0.0003462555437796,1
id_100_target_italian_1.png,italian,terracotta,22.35023870942249,20,0.0003784739308009,1
id_100_target_italian_1.png,italian,balconies,22.01667768300874,20,0.0004834765290382,2
id_100_target_italian_1.png,italian,pavement,20.90182407313266,20,0.001061939123671,1
id_100_target_italian_1.png,italian,captures,20.4223605365797,20,0.0014676033465634,1
id_100_target_italian_1.png,italian,mix,20.035234233805127,20,0.001893376963827,1
id_100_target_italian_1.png,italian,rounded,20.030930137753177,20,0.0018986850289806,1
id_100_target_italian_1.png,italian,view,18.86035567738023,20,0.0039593757573001,1
id_100_target_italian_1.png,italian,lined,18.44439727056968,20,0.0050763521614879,1
id_100_target_italian_1.png,italian,textured,18.436868896176268,20,0.0050989253241081,1
id_100_target_italian_1.png,italian,arch,18.384971189475536,20,0.0052569821783603,1
id_100_target_italian_1.png,italian,historic,18.009481760613518,20,0.0065363268240365,3
id_100_target_italian_1.png,italian,characterized,17.715345531014485,20,0.0077234665146437,1
id_100_target_italian_1.png,italian,small,17.114625901441194,20,0.0107503971794219,1
id_100_target_italian_1.png,italian,side,17.022802097345235,20,0.0112942249557625,2
