id,target,word,tfidf_score,frequency,p_value,response
id_0_target_child_1.png,child,child,71.16518543393744,10,4.946959519394708e-44,1
id_0_target_child_1.png,child,young,25.802154360673704,10,1.1310222517729769e-05,1
id_100_target_italian_1.png,italian,building,56.94550134069688,20,1.0063710892524595e-27,1
id_100_target_italian_1.png,italian,street,41.69427973358252,20,1.3570688689776612e-14,1
id_100_target_italian_1.png,italian,perspective,39.58847596690623,20,3.9120588486941854e-13,1
id_100_target_italian_1.png,italian,buildings,37.82282276444072,20,5.632090739335815e-12,1
id_100_target_italian_1.png,italian,architectural,33.39205705634188,20,2.4774305827077864e-09,1
id_100_target_italian_1.png,italian,narrow,33.19420558093702,20,3.186254152554417e-09,1
id_100_target_italian_1.png,italian,adding,32.76284854088323,20,5.4820418726786545e-09,1
id_100_target_italian_1.png,italian,passageway,32.57290700146978,20,6.9436445262246405e-09,1
id_100_target_italian_1.png,italian,walls,31.268482549222576,20,3.372416630620784e-08,1
id_100_target_italian_1.png,italian,arched,29.791037520117,20,1.8461613088985238e-07,1
id_100_target_italian_1.png,italian,windows,29.372703656031003,20,2.936323755583704e-07,1
id_100_target_italian_1.png,italian,stone,29.079698926622186,20,4.045637805497833e-07,2
id_100_target_italian_1.png,italian,balconies,27.17588274632617,20,2.9636468954126e-06,1
id_100_target_italian_1.png,italian,peeling,24.012642347484693,20,5.729982332957821e-05,2
id_100_target_italian_1.png,italian,satellite,23.710146843526445,20,7.436544279187705e-05,1
id_100_target_italian_1.png,italian,old,23.710146843526445,20,7.436544279187705e-05,1
id_100_target_italian_1.png,italian,signs,23.325684243295328,20,0.0001029944368063,1
id_100_target_italian_1.png,italian,historical,22.310280711063808,20,0.0002361596856012,1
id_100_target_italian_1.png,italian,facade,22.14827341831568,20,0.0002684992858978,2
id_100_target_italian_1.png,italian,european,22.01667768300874,20,0.0002977565636649,2
id_100_target_italian_1.png,italian,details,21.85848787792614,20,0.0003368485225145,1
id_100_target_italian_1.png,italian,lined,21.47327135339765,20,0.0004528637111369,1
id_100_target_italian_1.png,italian,openings,21.133843385098004,20,0.000584739930438,2
id_100_target_italian_1.png,italian,weathering,20.67139134561623,20,0.0008218433316936,1
id_100_target_italian_1.png,italian,touch,20.04030096812544,20,0.0012888911616004,1
id_100_target_italian_1.png,italian,architecture,19.50949998898349,20,0.0018576892995629,1
id_100_target_italian_1.png,italian,photograph,18.65555282626176,20,0.0032633886015054,1
id_100_target_italian_1.png,italian,characterized,18.652142285134044,20,0.0032705416496678,1
id_100_target_italian_1.png,italian,grandeur,18.59194980393639,20,0.0033991276200265,1
id_100_target_italian_1.png,italian,low,18.591900592553174,20,0.0033992345805911,1
id_100_target_italian_1.png,italian,sense,18.386170185126417,20,0.0038737425378978,2
id_100_target_italian_1.png,italian,age,17.346257042388498,20,0.0073009747079938,1
id_100_target_italian_1.png,italian,historic,17.23599443270722,20,0.0077881551007214,1
id_100_target_italian_1.png,italian,decorative,16.92481497975719,20,0.0093205815531368,1
id_100_target_italian_1.png,italian,urban,16.65722992748658,20,0.0108430596717009,1
id_100_target_italian_1.png,italian,cobblestone,16.512508262256556,20,0.0117533919495503,1
id_100_target_italian_1.png,italian,stories,16.28645350073489,20,0.0133079962540453,1
id_100_target_italian_1.png,italian,colosseum,16.28645350073489,20,0.0133079962540453,1
id_100_target_italian_1.png,italian,shutters,16.28645350073489,20,0.0133079962540453,1
id_100_target_italian_1.png,italian,structure,16.17127555023844,20,0.0141662584693634,2
id_100_target_italian_1.png,italian,sky,16.050999655393877,20,0.0151129953998948,1
id_100_target_italian_1.png,italian,aged,15.784099210822545,20,0.0174097038459041,1
id_100_target_italian_1.png,italian,inviting,15.676368054849494,20,0.0184178369600266,1
id_100_target_italian_1.png,italian,metal,15.57892603327234,20,0.0193720981412179,1
id_100_target_italian_1.png,italian,within,15.54160299267496,20,0.0197485739463341,1
id_100_target_italian_1.png,italian,plaque,15.47552328451856,20,0.0204303530633571,1
id_100_target_italian_1.png,italian,adorned,15.324664038986866,20,0.0220619039367529,3
id_100_target_italian_1.png,italian,light,15.29171616162651,20,0.0224325085667716,1
id_100_target_italian_1.png,italian,located,15.156552891027385,20,0.024008259714065,4
id_100_target_italian_1.png,italian,casting,15.081455002875138,20,0.0249232623656388,1
id_100_target_italian_1.png,italian,emphasizes,15.019878263771703,20,0.0256951765900597,2
id_100_target_italian_1.png,italian,imagine,14.900159139614995,20,0.027253280628509,5
id_100_target_italian_1.png,italian,taken,14.840074964321548,20,0.0280644905909486,1
id_100_target_italian_1.png,italian,red,14.779382021323828,20,0.0289042331835871,1
id_100_target_italian_1.png,italian,textures,14.485752693273614,20,0.0332669927994277,3
id_100_target_italian_1.png,italian,simple,14.464072423396258,20,0.0336095505343342,4
id_100_target_italian_1.png,italian,flanked,14.327792761142913,20,0.0358298805351627,3
id_100_target_italian_1.png,italian,front,14.23071376342457,20,0.0374837246963813,5
id_100_target_italian_1.png,italian,made,14.092671807542407,20,0.0399422461400731,3
id_100_target_italian_1.png,italian,alleyway,13.780927563744152,20,0.0459776653240004,5
id_101_target_japanese_person_1.png,japanese person,japanese,50.20449653615317,10,2.2984036719728303e-21,3
id_101_target_japanese_person_1.png,japanese person,traditional,30.195704537346604,10,1.1699397927798789e-07,2
id_101_target_japanese_person_1.png,japanese person,person,17.63400848096788,10,0.0061538968400636,2
id_101_target_japanese_person_1.png,japanese person,wall,14.964147569480147,10,0.026410961742799,1
id_101_target_japanese_person_1.png,japanese person,martial,14.900159139614995,10,0.027253280628509,1
id_101_target_japanese_person_1.png,japanese person,kimono,13.780927563744152,10,0.0459776653240004,3
id_102_target_jewish_person_1.png,jewish person,beard,27.840336688061164,10,1.5057629847581055e-06,1
id_102_target_jewish_person_1.png,jewish person,man,17.993463162411132,10,0.004947061356387,1
id_102_target_jewish_person_1.png,jewish person,turban,17.838006519093675,10,0.0054404010123963,1
id_102_target_jewish_person_1.png,jewish person,expression,15.75552517172406,10,0.0176723935936406,3
id_102_target_jewish_person_1.png,jewish person,directly,15.00062308013778,10,0.0259406250903388,3
id_103_target_kenya_1.png,kenya,elephant,41.34278269123246,10,2.4110495384237556e-14,1
id_103_target_kenya_1.png,kenya,landscape,35.531702021894006,10,1.4603081452199665e-10,3
id_103_target_kenya_1.png,kenya,dry,34.90358430452132,10,3.4235082628627807e-10,2
id_103_target_kenya_1.png,kenya,elephants,32.57290700146978,10,6.9436445262246405e-09,1
id_103_target_kenya_1.png,kenya,trees,30.29570522606037,10,1.044069170292007e-07,5
id_103_target_kenya_1.png,kenya,ears,25.86406142398872,10,1.066648864056022e-05,1
id_103_target_kenya_1.png,kenya,acacia,23.21328492677784,10,0.0001131479969817,1
